country,continents,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Italy,Europe,1976,83.19,580799404,20149.43,ISO227,281
Indonesia,North America,1982,83.6,500302109,22931.94,ISO881,299
Nigeria,South America,2003,68.15,1253640871,71960.85,ISO369,554
France,Asia,1987,57.31,1253123051,37902.72,ISO597,876
Brazil,Asia,1966,45.99,925966882,31978.12,ISO512,172
Japan,Europe,1950,57.35,1324323860,58185.81,ISO308,462
Canada,North America,1987,82.43,842253878,72859.49,ISO789,583
Canada,Asia,1987,80.04,372016549,2977.87,ISO405,10
Nigeria,North America,1960,63.56,777575745,36410.87,ISO290,600
Italy,South America,1960,64.17,572181735,49251.73,ISO456,714
Spain,Europe,1971,53.9,631393636,26166.48,ISO556,135
France,North America,2019,60.45,1305404853,62020.21,ISO548,591
South Africa,Europe,1960,72.15,527523873,77746.69,ISO167,765
Spain,North America,2025,58.11,1269412746,75530.76,ISO938,350
Brazil,Oceania,2019,48.46,154651107,22012.62,ISO878,958
Russia,Oceania,1971,64.34,892363914,18880.72,ISO881,724
Canada,North America,2025,50.14,75277064,76641.75,ISO973,599
India,South America,1987,83.84,583160837,37231.65,ISO566,738
Germany,Europe,1950,57.57,1376944183,17455.52,ISO459,256
Italy,Africa,1955,80.93,1362849889,56852.76,ISO486,413
Brazil,North America,1955,50.15,841885049,23469.21,ISO227,546
Australia,North America,2008,48.51,1014588078,22112.51,ISO875,358
Russia,Oceania,1966,67.76,1345544676,70460.67,ISO832,716
Saudi Arabia,Asia,1992,75.07,1162497439,13835.85,ISO853,968
Italy,Oceania,1955,65.5,993551819,6087.04,ISO584,567
Saudi Arabia,Europe,2008,50.34,1111759148,22265.73,ISO343,371
Egypt,Oceania,2019,41.71,1399633680,48948.69,ISO118,587
Mexico,Africa,2003,67.82,418820291,10723.94,ISO495,514
Russia,South America,2014,45.9,1015673001,38255.98,ISO766,536
India,Africa,2025,55.44,1090255456,50559.63,ISO328,531
Saudi Arabia,South America,2008,70.41,701180335,68050.22,ISO467,950
Indonesia,Africa,1992,44.41,12378794,19159.7,ISO157,531
Russia,Oceania,1982,45.73,747097928,65570.36,ISO380,405
Germany,Africa,1998,42.77,671603489,19557.59,ISO656,178
Spain,Oceania,1987,84.82,1346718758,54464.56,ISO201,827
South Africa,Oceania,1950,57.42,866520861,35023.21,ISO147,927
Egypt,Europe,2014,80.76,563701681,10059.82,ISO661,853
Saudi Arabia,Oceania,1971,53.21,1753830,57426.81,ISO692,81
China,Asia,1992,73.89,699388008,18203.25,ISO911,443
Mexico,Africa,2008,49.86,578587499,14953.25,ISO158,755
Argentina,North America,1966,62.42,392108642,29307.51,ISO260,552
Argentina,North America,1955,77.11,957463510,52609.93,ISO202,235
Spain,North America,1976,76.74,1261692981,19485.72,ISO945,403
Saudi Arabia,Asia,1955,75.74,485946233,15509.26,ISO511,216
Canada,Oceania,1960,77.07,642446703,1786.34,ISO885,196
United States,Africa,2019,49.52,783545638,38259.8,ISO282,575
Argentina,South America,1987,61.7,1274848376,34863.0,ISO516,704
Saudi Arabia,South America,2025,61.82,553694998,19475.55,ISO215,270
Germany,Europe,1960,80.07,156412541,5238.52,ISO973,129
Canada,Asia,1955,53.36,1345364370,34911.21,ISO498,718
Mexico,Africa,1976,81.92,1047516080,63268.2,ISO878,837
Canada,Oceania,2019,60.29,24819631,57507.29,ISO775,385
Nigeria,North America,1960,70.14,833003645,69002.8,ISO754,547
Germany,Asia,1950,52.1,645853853,1757.03,ISO536,505
Italy,Asia,2008,58.46,10854420,77347.13,ISO417,406
United Kingdom,Africa,2019,71.94,1383906839,27971.57,ISO915,827
Argentina,Oceania,2025,63.07,177520217,79241.43,ISO705,264
India,Europe,2025,81.88,984709106,20956.94,ISO349,390
Japan,Oceania,2019,73.17,1042168433,38251.37,ISO546,415
Mexico,Europe,1960,65.4,56054334,28960.29,ISO596,349
United States,Europe,1976,79.9,406867378,29105.1,ISO442,986
Nigeria,North America,1960,69.95,1275246553,67540.29,ISO526,97
Italy,North America,1992,69.13,825675706,59967.1,ISO917,331
Russia,Africa,1982,51.09,1236111235,79379.96,ISO927,103
Australia,Oceania,2019,57.77,1174647688,49467.66,ISO339,800
Saudi Arabia,Europe,1971,70.75,1008302422,37597.27,ISO158,464
United States,Africa,1955,80.13,1219578245,8115.84,ISO626,318
Germany,Europe,2025,54.2,849603702,79728.35,ISO896,28
United States,Asia,1992,49.7,28866083,44570.92,ISO302,921
Russia,South America,1971,66.72,889389741,56337.72,ISO848,497
France,South America,1982,43.02,876114644,33132.65,ISO565,356
Nigeria,Europe,1992,72.15,99397960,44269.54,ISO395,872
Mexico,Africa,1966,71.64,803881185,75463.64,ISO386,120
Germany,North America,1992,55.97,1265394938,14147.14,ISO172,202
Australia,Oceania,1950,80.17,589168184,24097.43,ISO825,282
Indonesia,Europe,2008,62.6,250075097,13012.72,ISO622,585
Germany,Europe,1976,69.06,1059536576,63585.06,ISO436,850
Germany,Oceania,1955,49.43,439215044,5901.58,ISO836,82
Argentina,North America,1987,58.78,631759848,7448.9,ISO417,427
Australia,Europe,1971,78.81,435489790,24581.03,ISO302,357
Italy,Asia,2025,49.58,1298839171,41620.87,ISO330,529
France,North America,1960,57.58,1139894799,33095.71,ISO662,544
Argentina,Asia,1955,54.31,185737332,4540.49,ISO156,659
Japan,South America,1987,46.8,718702647,76641.83,ISO743,480
Japan,Oceania,1982,53.04,7123477,76276.69,ISO519,858
India,North America,1992,50.47,50383402,23069.15,ISO379,13
Canada,North America,1987,81.56,996453248,58790.52,ISO908,562
Russia,Africa,2003,73.35,521268494,46707.46,ISO404,506
Nigeria,Africa,1966,54.22,1082116479,19760.66,ISO565,263
Canada,Oceania,1955,74.35,1061747843,21711.55,ISO836,527
Argentina,North America,2019,41.0,1352868862,39801.1,ISO273,813
Nigeria,South America,2014,63.69,96732560,34119.72,ISO903,741
South Africa,Europe,1955,51.27,1074051564,24007.12,ISO365,775
Italy,Oceania,1955,45.14,69875827,64793.42,ISO346,599
Brazil,Oceania,2019,79.77,762980531,39035.57,ISO177,863
South Africa,Africa,2003,48.97,269216188,52733.0,ISO746,863
Mexico,South America,2008,77.01,58789897,15952.61,ISO751,9
Indonesia,Oceania,1976,58.6,532548030,43147.11,ISO953,913
Russia,South America,1982,40.64,344774849,26120.11,ISO352,762
Spain,Oceania,2008,72.96,712525040,42586.68,ISO574,38
Japan,Africa,1976,66.84,1098360149,62685.24,ISO275,178
Italy,Europe,1955,55.49,29341215,61744.14,ISO520,445
Mexico,Africa,1966,52.67,41828828,28983.43,ISO671,580
Spain,Oceania,1960,43.32,66521303,55847.89,ISO560,150
South Africa,South America,2003,82.36,1336746909,75361.91,ISO963,572
Japan,Asia,2014,62.23,250097683,50427.88,ISO353,196
Spain,Africa,1966,43.85,359756678,12724.4,ISO619,16
Mexico,South America,1971,79.09,1159128745,54696.98,ISO206,907
United States,Africa,1982,52.55,420451134,9287.45,ISO270,533
Italy,Oceania,2019,49.16,1260755877,69896.72,ISO157,249
United States,South America,1992,52.64,1397257211,41816.18,ISO436,678
Japan,Europe,2025,65.41,1119785648,31426.12,ISO441,858
Saudi Arabia,South America,2003,43.33,144012893,5503.52,ISO389,117
Indonesia,North America,1955,61.68,1074211217,31081.92,ISO183,797
Saudi Arabia,Asia,1987,80.31,73298541,72353.33,ISO216,236
Nigeria,Oceania,1960,48.47,664668064,2657.66,ISO811,681
Indonesia,South America,1992,54.9,1093465889,38497.2,ISO633,983
Egypt,Oceania,1998,57.83,771923554,74561.49,ISO318,325
Germany,Africa,2008,66.38,244589683,32192.44,ISO837,541
Canada,Africa,1966,81.37,15801056,34825.88,ISO882,129
Japan,South America,2025,57.75,379355668,46706.24,ISO201,316
Egypt,North America,1960,43.11,1101778311,37572.05,ISO756,514
Saudi Arabia,South America,1998,55.66,886065020,14319.53,ISO555,487
Saudi Arabia,Europe,1976,48.55,380170457,2465.89,ISO758,284
Italy,North America,1998,69.33,868329437,49175.12,ISO872,801
Egypt,Oceania,2014,41.32,109036190,73743.72,ISO890,981
Nigeria,South America,1992,53.14,665325344,9402.77,ISO950,906
China,Oceania,1982,64.53,1132894538,17665.26,ISO625,286
Canada,Asia,1966,52.48,126651588,30248.13,ISO365,654
Australia,North America,1960,64.79,1022431873,64890.64,ISO386,616
Saudi Arabia,South America,1998,45.16,315526929,22271.57,ISO240,395
Mexico,Asia,1966,82.43,525469721,70682.3,ISO994,526
France,South America,1960,53.09,429929688,5341.67,ISO505,385
France,Europe,2008,81.54,114810317,75335.57,ISO392,219
Argentina,Africa,1960,54.66,573701508,45299.02,ISO130,545
Japan,Oceania,2008,75.18,70720634,53043.44,ISO270,609
France,South America,2019,51.08,101281015,30047.47,ISO454,119
India,North America,2014,70.14,1008694003,62777.55,ISO304,512
China,South America,1992,54.57,883780993,14158.73,ISO577,503
Brazil,South America,1966,62.91,230105475,4864.03,ISO390,274
Indonesia,South America,1992,70.32,176119883,32245.84,ISO210,443
Brazil,South America,2008,66.5,1054210058,68441.96,ISO167,294
China,North America,2025,65.93,740900483,60639.22,ISO794,42
Canada,North America,1998,42.96,596165385,41855.32,ISO472,27
Saudi Arabia,South America,1971,51.21,76548122,46198.88,ISO295,779
Nigeria,Africa,1982,65.73,386496581,11261.53,ISO225,46
Indonesia,South America,2019,40.82,1080643150,67413.84,ISO786,173
Egypt,Oceania,1971,51.28,588443241,63169.81,ISO361,343
United Kingdom,Oceania,1950,50.31,1329548382,52861.16,ISO986,172
Argentina,North America,1955,51.24,502817012,37829.09,ISO897,818
Canada,Oceania,2003,64.1,742250336,77192.28,ISO254,541
Indonesia,Oceania,2025,66.19,698370524,70443.53,ISO680,695
Canada,Europe,1971,80.9,528535995,51910.01,ISO207,475
Russia,South America,1976,57.37,1210184093,30372.28,ISO522,665
Spain,South America,1982,81.7,196439203,49823.76,ISO134,648
Canada,South America,1955,69.34,352917653,46459.83,ISO970,146
United Kingdom,South America,1998,81.07,863983341,32145.12,ISO143,679
Canada,Asia,1992,77.51,1271140883,25227.24,ISO754,104
France,South America,1976,70.94,43448405,33153.85,ISO822,578
Saudi Arabia,North America,1955,56.02,1300853415,46339.0,ISO515,608
United States,North America,1955,50.85,126084658,34822.65,ISO384,722
Argentina,Asia,1960,50.01,1026160935,21822.38,ISO546,478
Egypt,South America,1950,82.85,856737361,61116.1,ISO617,948
Italy,Africa,1992,83.14,1143801941,42985.93,ISO829,314
Argentina,South America,2019,72.62,389736656,6346.34,ISO126,587
Canada,North America,1998,79.77,652431192,30097.0,ISO326,63
China,Europe,2003,81.35,1385504607,70908.16,ISO895,956
Argentina,Oceania,1966,63.02,1058441422,60663.69,ISO524,32
Saudi Arabia,Europe,1971,68.31,653897804,26536.5,ISO667,534
Russia,Africa,1982,58.84,1262054649,75116.47,ISO467,994
France,South America,1950,58.83,895004697,7051.63,ISO409,76
France,Asia,1960,41.73,464465393,76937.54,ISO947,397
China,South America,2019,59.52,1197898570,20410.7,ISO204,872
China,Africa,1960,70.31,275553440,1718.44,ISO117,397
Nigeria,Africa,1955,58.99,25839089,35270.83,ISO304,761
United States,Oceania,1987,79.26,647127397,29358.66,ISO142,484
Argentina,Africa,1971,54.97,479161946,43588.03,ISO188,476
Indonesia,Europe,1950,45.97,1138467939,63945.06,ISO685,316
Indonesia,Oceania,2008,76.52,982680127,67552.03,ISO256,441
Indonesia,South America,1955,70.33,1067334606,32697.17,ISO365,955
Germany,South America,1950,50.88,730926174,34957.81,ISO233,327
United States,Asia,2025,64.14,1108232517,12706.04,ISO563,968
India,Africa,1976,58.08,1053683248,4756.26,ISO700,90
Spain,Africa,1992,82.25,923224849,51655.98,ISO847,362
Brazil,North America,2003,67.33,336087765,6090.57,ISO231,698
India,Oceania,1982,47.13,92889694,58972.58,ISO840,200
Argentina,North America,1971,62.6,788167048,43588.12,ISO133,759
Saudi Arabia,Oceania,2008,78.82,1059427181,16688.06,ISO182,843
Canada,Europe,2014,70.22,1158229506,43622.31,ISO231,980
China,Oceania,1960,77.91,275697056,15456.82,ISO527,388
Saudi Arabia,South America,2008,51.27,425013530,35660.24,ISO965,121
Spain,Asia,2008,79.98,160787772,64165.26,ISO303,501
United Kingdom,Oceania,1987,74.0,417441259,37491.62,ISO898,911
Canada,Oceania,1998,72.8,1250318920,12747.25,ISO435,934
South Africa,Oceania,1966,55.59,1216765508,58182.47,ISO596,887
Spain,Asia,1992,79.94,926354830,15754.7,ISO541,465
South Africa,Africa,1971,68.71,1314956616,59345.44,ISO927,499
Australia,Asia,2019,78.33,1117332763,38868.83,ISO357,597
Egypt,Africa,1976,56.24,391649036,36845.6,ISO391,973
Nigeria,South America,1971,46.55,1292155479,68263.37,ISO224,250
India,Asia,1998,54.96,146652204,56979.68,ISO762,978
United States,Africa,2008,60.49,693152314,3599.95,ISO970,237
South Africa,South America,2003,64.0,841031913,24397.77,ISO858,420
France,South America,1982,62.99,969539541,69802.73,ISO274,470
Russia,Africa,1982,64.57,877601446,2447.77,ISO983,485
India,Africa,1950,77.88,785684117,44075.02,ISO591,368
United Kingdom,Europe,1955,47.65,945935678,58498.23,ISO968,156
Argentina,South America,1982,54.22,1333457124,50126.63,ISO913,275
Brazil,Africa,1987,79.99,305571046,61082.04,ISO179,395
Italy,South America,1966,65.22,1095433363,58329.66,ISO718,550
Nigeria,Asia,1976,66.25,674595593,55670.42,ISO911,728
Canada,North America,2003,61.51,828113560,65901.65,ISO404,726
Italy,North America,2008,64.7,401242807,52009.56,ISO609,433
Japan,Oceania,1998,48.91,551967451,32791.06,ISO443,654
Italy,Africa,1960,64.61,294974414,38280.82,ISO669,192
Canada,Africa,1982,84.87,705468019,57621.26,ISO190,815
United Kingdom,South America,2003,65.47,1375302794,70228.18,ISO746,910
Saudi Arabia,Oceania,1960,42.0,679868097,22505.29,ISO961,255
Brazil,Africa,2003,75.84,472892022,28024.07,ISO268,398
Italy,South America,1982,57.84,93950798,74528.41,ISO433,665
Australia,Africa,2008,46.92,10277375,46702.43,ISO733,856
United States,South America,2003,78.81,1224599203,15137.98,ISO335,222
Italy,Africa,2008,48.91,939593348,53431.92,ISO498,597
United States,Europe,2003,81.43,322249166,79270.21,ISO687,193
Italy,South America,1987,59.88,671723370,66052.83,ISO920,237
Germany,Europe,1960,73.43,751744929,59913.55,ISO576,691
India,Europe,1955,64.61,617898163,17435.69,ISO634,235
Indonesia,Europe,2008,51.55,1089558231,70215.04,ISO944,361
Spain,Europe,1976,70.2,1164737417,42537.32,ISO684,481
India,Asia,1966,83.11,1056719539,71253.91,ISO187,578
Argentina,Oceania,1987,74.63,530370653,27056.4,ISO714,950
Canada,North America,2014,67.18,747746178,5902.03,ISO705,432
Saudi Arabia,Asia,2025,84.58,644066418,38602.1,ISO927,240
Spain,Africa,2019,51.94,186628219,22317.17,ISO877,36
Germany,Africa,1955,42.81,1215028004,57503.11,ISO352,216
United Kingdom,Oceania,1966,41.45,379429799,76611.42,ISO457,575
United Kingdom,North America,1955,71.98,729529924,55586.96,ISO157,382
Russia,North America,2019,77.36,848646461,71067.78,ISO498,5
South Africa,North America,1955,68.58,965136397,36788.9,ISO620,912
Egypt,Europe,1955,80.73,295004106,61959.62,ISO624,453
Argentina,Asia,1950,71.41,350017799,67600.43,ISO516,572
Indonesia,Africa,1966,56.69,728078731,57159.17,ISO492,430
Indonesia,Asia,1955,48.16,106415950,41114.41,ISO742,816
United States,Asia,1992,81.61,986454418,50443.42,ISO321,802
South Africa,Asia,1992,44.66,1360133999,56340.05,ISO428,653
Egypt,North America,2003,64.43,1021337534,20993.67,ISO471,282
Saudi Arabia,Oceania,2003,54.13,1071886445,64956.76,ISO610,217
South Africa,Oceania,1982,52.21,290649383,76075.64,ISO252,754
China,North America,1976,69.06,356359942,37753.91,ISO992,288
China,Africa,2008,50.41,1224929437,56384.31,ISO978,996
Argentina,Africa,1960,81.24,1154199185,59225.05,ISO579,546
United Kingdom,Africa,2019,58.27,725565381,53317.56,ISO682,721
Saudi Arabia,Oceania,2008,70.48,1356585209,44222.09,ISO956,973
Nigeria,Oceania,2019,72.75,71338290,70650.19,ISO119,277
India,Asia,2025,70.73,770700419,36465.21,ISO692,14
Brazil,North America,1982,80.65,354053122,5827.13,ISO327,874
Brazil,Europe,1950,50.4,337097712,67719.95,ISO445,50
China,Asia,1992,43.87,184220217,54244.52,ISO118,518
Nigeria,South America,1966,42.5,1246161266,68091.43,ISO543,645
South Africa,Oceania,1976,79.5,965314661,11945.25,ISO776,441
United Kingdom,Asia,1976,83.8,169875914,3429.48,ISO467,587
Mexico,North America,2003,53.61,1293727219,74815.59,ISO998,674
Egypt,South America,1960,71.21,5997907,12670.54,ISO718,907
Italy,Asia,1966,40.4,634844783,64962.53,ISO988,430
United States,North America,2014,48.49,1022195098,66033.59,ISO959,435
Egypt,North America,2003,71.02,645348941,56987.71,ISO825,133
Mexico,Oceania,1998,42.96,45562019,11369.71,ISO850,25
Canada,Europe,1960,61.08,21624570,53724.49,ISO246,895
Japan,Asia,2014,69.82,912913843,71237.84,ISO792,392
Canada,North America,1976,74.47,1299151290,34617.0,ISO603,138
Saudi Arabia,Africa,1950,60.42,321508182,33667.83,ISO529,535
France,North America,1987,68.36,133577620,35985.81,ISO947,223
Germany,Europe,1987,64.28,505452423,7499.48,ISO539,336
Brazil,North America,1992,42.35,712517862,71470.02,ISO297,133
Italy,Oceania,1976,73.43,1335464471,69665.45,ISO386,35
Russia,Asia,1950,47.76,1359643806,79834.84,ISO664,605
Russia,Oceania,1960,41.43,347371096,47229.47,ISO468,774
Japan,Asia,2025,60.3,417844304,60344.14,ISO339,428
France,South America,1950,78.95,647321083,17011.08,ISO901,301
Japan,Asia,2025,46.79,744515988,53734.78,ISO386,507
France,South America,2014,40.58,527645560,52328.9,ISO799,848
Egypt,Oceania,2025,44.95,769492103,72195.49,ISO494,764
United Kingdom,Africa,1971,56.36,1272813389,66632.63,ISO617,984
Brazil,Europe,1960,66.11,1298290001,75138.85,ISO894,688
Germany,Africa,2019,48.69,919931530,69637.84,ISO874,360
Indonesia,South America,1955,76.09,1293040293,69626.82,ISO660,986
France,North America,1960,73.9,482238547,6034.14,ISO963,458
India,North America,1992,71.31,270941620,67830.99,ISO811,404
Argentina,Africa,2003,61.94,1027607276,48990.79,ISO159,991
Mexico,North America,1987,56.43,193482782,31055.11,ISO644,899
Japan,South America,2014,56.9,396597459,5464.66,ISO402,562
France,Oceania,1960,62.64,311760256,54536.23,ISO343,993
Australia,Europe,2003,43.48,923973163,26927.94,ISO783,712
United States,Asia,1955,70.7,300085713,37954.32,ISO306,923
South Africa,South America,1971,55.82,501203686,54856.55,ISO474,458
United States,South America,2008,50.11,228072299,73030.19,ISO382,894
Italy,Asia,2008,52.52,326296245,66209.52,ISO577,37
United Kingdom,Asia,2014,48.11,921582755,36597.17,ISO121,769
India,Europe,2008,80.57,538765649,31634.87,ISO658,251
Indonesia,Europe,1950,47.61,528749030,19942.6,ISO448,949
Egypt,Europe,1966,79.73,202583653,30421.71,ISO588,45
Germany,North America,1987,65.75,1116034062,9772.66,ISO769,804
China,South America,1950,79.04,352106757,77717.34,ISO357,126
Canada,Oceania,1971,61.33,1035881127,46339.48,ISO754,30
India,Asia,2008,81.74,944559637,11096.66,ISO146,465
Brazil,South America,1966,49.52,480103225,28871.67,ISO126,574
Brazil,South America,1976,64.96,528016972,44216.09,ISO126,150
Russia,Europe,1982,45.66,764234870,43097.97,ISO496,499
Egypt,Europe,1992,60.12,161204631,3804.77,ISO244,630
France,South America,1950,65.65,1234183316,76116.44,ISO686,489
Mexico,Europe,2003,67.26,1377911980,22754.68,ISO798,463
Saudi Arabia,North America,1998,56.45,1180276675,2278.59,ISO621,902
Argentina,Asia,1966,43.44,195093126,7039.08,ISO220,714
India,South America,1976,69.49,234883403,46835.4,ISO900,131
Italy,Asia,1998,61.98,567647756,11885.06,ISO561,379
China,North America,1982,46.16,96474101,4296.26,ISO776,998
Spain,Europe,1982,82.11,229392207,30990.49,ISO481,668
Egypt,Africa,1987,83.01,774949317,50198.13,ISO875,884
Russia,North America,2019,78.55,466923442,9835.34,ISO772,786
Nigeria,Africa,1998,77.97,1075406814,25752.9,ISO517,854
Russia,Asia,1987,44.44,421884195,34003.09,ISO426,959
China,South America,1987,84.7,564388900,13597.35,ISO490,86
Japan,Europe,1987,58.02,577802984,40979.84,ISO396,538
United States,North America,2008,47.34,1359592887,7731.91,ISO729,526
Argentina,Europe,2025,76.54,1324275042,4674.96,ISO922,702
United States,Africa,1987,50.16,692298549,42066.99,ISO874,984
Mexico,Africa,1976,63.68,335608626,20583.86,ISO183,631
Japan,Oceania,1992,45.76,694966825,8534.53,ISO245,677
United States,South America,1960,61.36,76142813,34489.09,ISO270,106
Italy,Africa,1976,65.12,575278955,73296.12,ISO433,758
Saudi Arabia,South America,1971,60.07,487561362,58211.2,ISO523,522
United Kingdom,Oceania,2025,43.13,1348538662,65433.66,ISO408,365
Japan,North America,2025,61.82,113892245,69881.21,ISO625,687
France,Oceania,1987,61.1,1041158249,77837.59,ISO760,259
Russia,South America,1966,51.77,1111486264,61296.48,ISO980,250
Egypt,Africa,1966,81.47,199188981,49064.23,ISO862,990
Canada,Asia,2014,58.8,651584861,29868.64,ISO668,195
Indonesia,South America,2025,78.89,72624573,15349.82,ISO446,629
Brazil,Europe,1998,44.93,115783071,55246.13,ISO401,538
Egypt,Asia,2003,54.35,235597720,79601.05,ISO446,873
Indonesia,South America,1998,47.93,118801558,37921.34,ISO507,317
South Africa,Europe,2014,58.38,1394516849,58170.67,ISO232,279
China,Oceania,1971,45.02,393631080,40112.3,ISO781,926
Mexico,Asia,2003,59.85,103009693,35122.74,ISO713,376
India,South America,2014,55.92,687273775,33414.14,ISO205,447
Egypt,North America,2014,50.05,490996966,40865.35,ISO270,651
Japan,Oceania,2025,68.9,559375642,29984.76,ISO739,872
France,Europe,1976,82.79,669039608,60153.09,ISO349,198
Argentina,North America,2025,49.32,834685481,70067.49,ISO643,261
Mexico,Africa,2003,72.03,970280206,70747.94,ISO827,793
United Kingdom,Oceania,1966,73.41,321461417,18988.2,ISO361,585
Spain,Oceania,1955,62.42,601211847,71776.82,ISO941,874
Germany,South America,2008,80.4,145969416,27982.55,ISO593,363
Spain,South America,2008,83.49,11967562,25435.31,ISO343,551
Australia,Europe,2019,56.3,1356435773,58413.73,ISO550,111
Egypt,Oceania,1955,69.3,49132603,25071.01,ISO896,27
United States,South America,2008,69.8,548374741,5184.35,ISO389,655
France,Africa,1960,58.16,830806945,30515.8,ISO362,468
Italy,South America,1955,54.26,2084258,57995.78,ISO948,25
Mexico,Oceania,1950,82.02,1131325386,26829.72,ISO944,505
United Kingdom,Asia,2019,75.55,449115643,50735.17,ISO413,854
Egypt,North America,1987,45.15,1061204639,53149.44,ISO184,844
Mexico,Oceania,2008,45.39,7156393,58965.14,ISO514,719
Argentina,Africa,1971,81.51,42758714,71873.31,ISO428,895
Japan,Oceania,1998,43.66,668580928,35172.6,ISO144,739
Germany,Africa,1950,70.98,1023143729,14148.13,ISO914,504
Mexico,Oceania,2014,50.2,103699863,26195.13,ISO432,738
Argentina,North America,1992,41.58,464805927,35141.21,ISO564,596
Italy,North America,1987,42.68,181122389,57397.43,ISO299,410
Brazil,Africa,1966,56.81,1284423105,2036.65,ISO300,333
Italy,Oceania,1987,43.49,1395220447,25947.05,ISO428,706
Indonesia,North America,2014,66.85,1000318511,62607.56,ISO779,289
Australia,Europe,2008,69.13,786007909,53997.76,ISO339,150
Brazil,Oceania,2014,56.81,705732329,58807.46,ISO983,797
United States,North America,1998,73.43,1051069637,65133.05,ISO897,989
China,Asia,1982,62.05,951770728,62875.62,ISO801,387
Egypt,Asia,2003,59.36,454732582,54892.47,ISO682,14
United Kingdom,Europe,2025,58.31,665909208,35733.26,ISO756,279
Mexico,North America,2003,59.4,1299665098,78704.27,ISO458,889
Egypt,Asia,1982,83.55,992972973,45956.78,ISO820,571
Saudi Arabia,Oceania,1950,70.66,964722212,17018.77,ISO459,688
Spain,South America,1976,54.18,709440518,24132.22,ISO477,967
Australia,North America,2014,73.02,207806072,55791.43,ISO484,306
United Kingdom,Europe,1966,54.86,105084397,74054.43,ISO819,207
France,North America,2019,45.66,22307002,15118.89,ISO564,348
South Africa,Africa,1998,61.39,1157247791,7505.37,ISO321,763
Nigeria,Africa,1998,73.8,853973141,70640.95,ISO898,829
India,Asia,1998,56.99,185454206,73306.96,ISO774,269
Saudi Arabia,Africa,2003,79.11,29314150,22833.97,ISO464,25
Indonesia,Europe,2008,57.41,716745417,30805.57,ISO171,842
India,Asia,1955,55.74,959271444,53154.85,ISO339,539
Argentina,Europe,1998,84.92,1366258693,27064.47,ISO603,709
Australia,Oceania,1982,61.71,453005616,70295.54,ISO513,99
Egypt,Europe,1992,76.23,416368417,9498.72,ISO226,984
Italy,Africa,2014,76.22,700719331,4000.6,ISO586,448
Brazil,Oceania,1971,81.69,1164446728,17470.41,ISO696,266
Italy,Africa,1987,43.82,187168005,23600.93,ISO626,587
Indonesia,Europe,1971,52.2,539576862,9921.2,ISO347,758
India,Africa,2019,74.55,601015796,6189.54,ISO581,386
France,Africa,1982,65.32,1312127228,60693.01,ISO411,553
Japan,Africa,1982,65.18,658691220,13977.85,ISO543,920
Australia,North America,1992,47.48,659825370,73199.85,ISO382,395
China,Oceania,1960,52.65,95495515,30071.97,ISO101,892
China,Oceania,2019,63.46,654324559,53977.86,ISO173,604
Germany,Oceania,1950,52.47,464513122,18806.77,ISO163,543
Nigeria,Europe,1955,49.46,227702755,19985.5,ISO872,95
Egypt,South America,2008,43.95,775260322,46402.03,ISO446,569
Indonesia,Europe,1976,47.01,546236882,45290.79,ISO423,162
United States,Oceania,2019,74.6,881559612,61729.61,ISO338,887
Japan,Asia,1998,72.35,608165880,60867.25,ISO496,231
Japan,Africa,1998,42.06,1250864660,53984.33,ISO436,476
Brazil,Africa,2008,49.15,1178399417,36481.31,ISO440,375
Russia,South America,2014,65.22,249104352,71360.59,ISO378,379
Argentina,Asia,2019,54.52,193079222,50183.7,ISO452,556
Brazil,North America,1992,77.05,956862590,79225.68,ISO991,40
Mexico,Europe,1960,75.32,881094533,65730.22,ISO562,640
Spain,North America,1998,80.12,791189535,4500.48,ISO561,937
Spain,Asia,1955,65.33,1001353941,26326.92,ISO812,694
China,South America,2003,55.84,924977295,46178.18,ISO392,847
Saudi Arabia,Asia,1950,67.27,923756585,57996.09,ISO897,40
India,South America,1955,44.01,222962042,44476.58,ISO832,104
Saudi Arabia,North America,1960,40.43,563256024,63104.3,ISO506,546
Canada,North America,1982,40.77,438074960,23329.8,ISO261,193
Australia,Asia,1955,58.34,908332134,15529.05,ISO602,515
Italy,Asia,2014,50.26,807923611,5259.42,ISO547,661
Spain,Africa,1971,47.08,865079306,46291.79,ISO794,93
Argentina,South America,1955,67.69,100720614,55399.36,ISO554,9
Argentina,Africa,1982,84.78,112209440,26765.83,ISO984,908
South Africa,Europe,1998,48.0,997984760,49473.15,ISO364,142
United Kingdom,Europe,1987,64.59,336415083,5120.42,ISO231,98
Egypt,Asia,1987,45.39,205493603,8844.17,ISO933,634
Germany,North America,2014,82.04,1105724322,56438.63,ISO219,881
Canada,Europe,2025,53.13,312666245,30077.51,ISO991,635
Mexico,Europe,1987,79.53,919415439,54035.39,ISO318,389
China,Africa,1998,52.74,782432364,66705.97,ISO516,126
Nigeria,Africa,2025,76.27,309421595,68357.17,ISO771,288
United Kingdom,Europe,1992,49.42,1392292648,14601.24,ISO604,369
Brazil,Asia,1950,53.18,848773151,39416.56,ISO399,892
South Africa,Africa,2008,48.66,212656857,58980.21,ISO208,694
Saudi Arabia,Europe,1950,51.89,747029962,62144.47,ISO337,493
